[2023-11-14T04:54:44.705+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: docker_cb.train_task manual__2023-11-14T04:54:43.338226+00:00 [queued]>
[2023-11-14T04:54:44.715+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: docker_cb.train_task manual__2023-11-14T04:54:43.338226+00:00 [queued]>
[2023-11-14T04:54:44.715+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2023-11-14T04:54:44.727+0000] {taskinstance.py:1380} INFO - Executing <Task(DockerOperator): train_task> on 2023-11-14 04:54:43.338226+00:00
[2023-11-14T04:54:44.731+0000] {standard_task_runner.py:57} INFO - Started process 153 to run task
[2023-11-14T04:54:44.734+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'docker_cb', 'train_task', 'manual__2023-11-14T04:54:43.338226+00:00', '--job-id', '18', '--raw', '--subdir', 'DAGS_FOLDER/catboost/docker.py', '--cfg-path', '/tmp/tmpv12d24kl']
[2023-11-14T04:54:44.735+0000] {standard_task_runner.py:85} INFO - Job 18: Subtask train_task
[2023-11-14T04:54:44.777+0000] {task_command.py:415} INFO - Running <TaskInstance: docker_cb.train_task manual__2023-11-14T04:54:43.338226+00:00 [running]> on host 184a7c5917fb
[2023-11-14T04:54:44.849+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='docker_cb' AIRFLOW_CTX_TASK_ID='train_task' AIRFLOW_CTX_EXECUTION_DATE='2023-11-14T04:54:43.338226+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-11-14T04:54:43.338226+00:00'
[2023-11-14T04:54:44.918+0000] {docker.py:337} INFO - Starting docker container from image dunghoang99/***-cb-stage:0.0.1
[2023-11-14T04:54:44.966+0000] {docker.py:345} WARNING - Using remote engine or docker-in-docker and mounting temporary volume from host is not supported. Falling back to `mount_tmp_dir=False` mode. You can set `mount_tmp_dir` parameter to False to disable mounting and remove the warning
[2023-11-14T04:54:46.469+0000] {docker.py:406} INFO - Data train: X_train shape (10099, 8), y_train shape (10099,)
Data test: X_test shape (1123, 8), y_test shape (1123,)
0:	learn: 0.6923545	total: 77ms	remaining: 1m 16s
809:	learn: 0.5881415	total: 1.58s	remaining: 371ms
810:	learn: 0.5880230	total: 1.58s	remaining: 369ms
811:	learn: 0.5878853	total: 1.59s	remaining: 368ms
812:	learn: 0.5877640	total: 1.59s	remaining: 366ms
813:	learn: 0.5875987	total: 1.59s	remaining: 364ms
814:	learn: 0.5874921	total: 1.6s	remaining: 362ms
815:	learn: 0.5874206	total: 1.6s	remaining: 360ms
816:	learn: 0.5873679	total: 1.6s	remaining: 359ms
817:	learn: 0.5872779	total: 1.6s	remaining: 357ms
818:	learn: 0.5871892	total: 1.6s	remaining: 355ms
819:	learn: 0.5871079	total: 1.61s	remaining: 353ms
820:	learn: 0.5870386	total: 1.61s	remaining: 351ms
821:	learn: 0.5869418	total: 1.61s	remaining: 349ms
822:	learn: 0.5868107	total: 1.61s	remaining: 347ms
823:	learn: 0.5867710	total: 1.61s	remaining: 345ms
824:	learn: 0.5866984	total: 1.62s	remaining: 343ms
825:	learn: 0.5865940	total: 1.62s	remaining: 341ms
826:	learn: 0.5864783	total: 1.62s	remaining: 339ms
827:	learn: 0.5864234	total: 1.62s	remaining: 337ms
828:	learn: 0.5863468	total: 1.62s	remaining: 335ms
829:	learn: 0.5863016	total: 1.63s	remaining: 333ms
830:	learn: 0.5862171	total: 1.63s	remaining: 331ms
831:	learn: 0.5861150	total: 1.63s	remaining: 329ms
832:	learn: 0.5860153	total: 1.63s	remaining: 327ms
833:	learn: 0.5858680	total: 1.63s	remaining: 325ms
834:	learn: 0.5857698	total: 1.64s	remaining: 323ms
835:	learn: 0.5856432	total: 1.64s	remaining: 321ms
836:	learn: 0.5855664	total: 1.64s	remaining: 319ms
837:	learn: 0.5854531	total: 1.64s	remaining: 318ms
838:	learn: 0.5853355	total: 1.64s	remaining: 316ms
839:	learn: 0.5851643	total: 1.65s	remaining: 314ms
840:	learn: 0.5850892	total: 1.65s	remaining: 312ms
841:	learn: 0.5850387	total: 1.65s	remaining: 310ms
842:	learn: 0.5849310	total: 1.65s	remaining: 308ms
843:	learn: 0.5848404	total: 1.65s	remaining: 306ms
844:	learn: 0.5847255	total: 1.66s	remaining: 304ms
845:	learn: 0.5846146	total: 1.66s	remaining: 302ms
846:	learn: 0.5845491	total: 1.66s	remaining: 300ms
847:	learn: 0.5844789	total: 1.66s	remaining: 298ms
848:	learn: 0.5843555	total: 1.66s	remaining: 296ms
849:	learn: 0.5842530	total: 1.67s	remaining: 294ms
850:	learn: 0.5841806	total: 1.67s	remaining: 293ms
851:	learn: 0.5841120	total: 1.68s	remaining: 291ms
852:	learn: 0.5840516	total: 1.68s	remaining: 289ms
853:	learn: 0.5839534	total: 1.68s	remaining: 287ms
854:	learn: 0.5838411	total: 1.68s	remaining: 285ms
855:	learn: 0.5837695	total: 1.68s	remaining: 283ms
856:	learn: 0.5836927	total: 1.69s	remaining: 281ms
857:	learn: 0.5836264	total: 1.69s	remaining: 279ms
858:	learn: 0.5835116	total: 1.69s	remaining: 277ms
859:	learn: 0.5834216	total: 1.69s	remaining: 276ms
860:	learn: 0.5833554	total: 1.69s	remaining: 274ms
861:	learn: 0.5832319	total: 1.7s	remaining: 272ms
862:	learn: 0.5830756	total: 1.7s	remaining: 270ms
863:	learn: 0.5829258	total: 1.7s	remaining: 268ms
864:	learn: 0.5827924	total: 1.7s	remaining: 266ms
865:	learn: 0.5826899	total: 1.7s	remaining: 264ms
866:	learn: 0.5826250	total: 1.71s	remaining: 262ms
867:	learn: 0.5825394	total: 1.71s	remaining: 260ms
868:	learn: 0.5824445	total: 1.71s	remaining: 258ms
869:	learn: 0.5823544	total: 1.71s	remaining: 256ms
870:	learn: 0.5822439	total: 1.71s	remaining: 254ms
871:	learn: 0.5821722	total: 1.72s	remaining: 252ms
872:	learn: 0.5821157	total: 1.72s	remaining: 250ms
873:	learn: 0.5820207	total: 1.72s	remaining: 248ms
874:	learn: 0.5819889	total: 1.72s	remaining: 246ms
875:	learn: 0.5818712	total: 1.72s	remaining: 244ms
876:	learn: 0.5818232	total: 1.73s	remaining: 242ms
877:	learn: 0.5817490	total: 1.73s	remaining: 240ms
878:	learn: 0.5816930	total: 1.73s	remaining: 238ms
879:	learn: 0.5816322	total: 1.73s	remaining: 236ms
880:	learn: 0.5814966	total: 1.73s	remaining: 234ms
881:	learn: 0.5813886	total: 1.74s	remaining: 232ms
882:	learn: 0.5813048	total: 1.74s	remaining: 230ms
883:	learn: 0.5811598	total: 1.74s	remaining: 228ms
884:	learn: 0.5811155	total: 1.74s	remaining: 226ms
885:	learn: 0.5809740	total: 1.74s	remaining: 224ms
886:	learn: 0.5808822	total: 1.75s	remaining: 222ms
887:	learn: 0.5807199	total: 1.75s	remaining: 220ms
888:	learn: 0.5805875	total: 1.75s	remaining: 218ms
889:	learn: 0.5804735	total: 1.75s	remaining: 216ms
890:	learn: 0.5803349	total: 1.75s	remaining: 214ms
891:	learn: 0.5802452	total: 1.75s	remaining: 212ms
892:	learn: 0.5801805	total: 1.76s	remaining: 210ms
893:	learn: 0.5800998	total: 1.76s	remaining: 208ms
894:	learn: 0.5799965	total: 1.76s	remaining: 207ms
895:	learn: 0.5799091	total: 1.76s	remaining: 205ms
896:	learn: 0.5797722	total: 1.76s	remaining: 203ms
897:	learn: 0.5796338	total: 1.77s	remaining: 201ms
898:	learn: 0.5795831	total: 1.77s	remaining: 199ms
899:	learn: 0.5794855	total: 1.77s	remaining: 197ms
900:	learn: 0.5793961	total: 1.77s	remaining: 195ms
901:	learn: 0.5793064	total: 1.77s	remaining: 193ms
902:	learn: 0.5792521	total: 1.77s	remaining: 191ms
903:	learn: 0.5791666	total: 1.78s	remaining: 189ms
904:	learn: 0.5790901	total: 1.78s	remaining: 187ms
905:	learn: 0.5789364	total: 1.78s	remaining: 185ms
906:	learn: 0.5788361	total: 1.78s	remaining: 183ms
907:	learn: 0.5787378	total: 1.78s	remaining: 181ms
908:	learn: 0.5786542	total: 1.79s	remaining: 179ms
909:	learn: 0.5785224	total: 1.79s	remaining: 177ms
910:	learn: 0.5784141	total: 1.79s	remaining: 175ms
911:	learn: 0.5783624	total: 1.79s	remaining: 173ms
912:	learn: 0.5782159	total: 1.79s	remaining: 171ms
913:	learn: 0.5781249	total: 1.79s	remaining: 169ms
914:	learn: 0.5780592	total: 1.8s	remaining: 167ms
915:	learn: 0.5779507	total: 1.8s	remaining: 165ms
916:	learn: 0.5778010	total: 1.8s	remaining: 163ms
917:	learn: 0.5776929	total: 1.8s	remaining: 161ms
918:	learn: 0.5776149	total: 1.8s	remaining: 159ms
919:	learn: 0.5775374	total: 1.8s	remaining: 157ms
920:	learn: 0.5774172	total: 1.81s	remaining: 155ms
921:	learn: 0.5773697	total: 1.81s	remaining: 153ms
922:	learn: 0.5772965	total: 1.81s	remaining: 151ms
923:	learn: 0.5771946	total: 1.81s	remaining: 149ms
924:	learn: 0.5771034	total: 1.81s	remaining: 147ms
925:	learn: 0.5770479	total: 1.82s	remaining: 145ms
926:	learn: 0.5769767	total: 1.82s	remaining: 143ms
927:	learn: 0.5769025	total: 1.82s	remaining: 141ms
928:	learn: 0.5768147	total: 1.82s	remaining: 139ms
929:	learn: 0.5767028	total: 1.82s	remaining: 137ms
930:	learn: 0.5766407	total: 1.82s	remaining: 135ms
931:	learn: 0.5765888	total: 1.83s	remaining: 133ms
932:	learn: 0.5764642	total: 1.83s	remaining: 131ms
933:	learn: 0.5763661	total: 1.83s	remaining: 129ms
934:	learn: 0.5762807	total: 1.83s	remaining: 127ms
935:	learn: 0.5762437	total: 1.83s	remaining: 125ms
936:	learn: 0.5761966	total: 1.83s	remaining: 123ms
937:	learn: 0.5760788	total: 1.84s	remaining: 121ms
938:	learn: 0.5760283	total: 1.84s	remaining: 120ms
939:	learn: 0.5759461	total: 1.84s	remaining: 118ms
940:	learn: 0.5758989	total: 1.84s	remaining: 116ms
941:	learn: 0.5758033	total: 1.85s	remaining: 114ms
942:	learn: 0.5757197	total: 1.85s	remaining: 112ms
943:	learn: 0.5756850	total: 1.85s	remaining: 110ms
[2023-11-14T04:54:48.141+0000] {docker.py:406} INFO - 944:	learn: 0.5755708	total: 1.85s	remaining: 108ms
945:	learn: 0.5755240	total: 1.85s	remaining: 106ms
946:	learn: 0.5754725	total: 1.86s	remaining: 104ms
947:	learn: 0.5754186	total: 1.86s	remaining: 102ms
948:	learn: 0.5753616	total: 1.86s	remaining: 100ms
949:	learn: 0.5753118	total: 1.86s	remaining: 98ms
950:	learn: 0.5752439	total: 1.86s	remaining: 96.1ms
951:	learn: 0.5751338	total: 1.87s	remaining: 94.1ms
952:	learn: 0.5750738	total: 1.87s	remaining: 92.1ms
953:	learn: 0.5749410	total: 1.87s	remaining: 90.2ms
954:	learn: 0.5748491	total: 1.87s	remaining: 88.2ms
955:	learn: 0.5747610	total: 1.87s	remaining: 86.2ms
956:	learn: 0.5746978	total: 1.88s	remaining: 84.3ms
957:	learn: 0.5746448	total: 1.88s	remaining: 82.3ms
958:	learn: 0.5745428	total: 1.88s	remaining: 80.3ms
959:	learn: 0.5745058	total: 1.88s	remaining: 78.4ms
960:	learn: 0.5743878	total: 1.88s	remaining: 76.4ms
961:	learn: 0.5743865	total: 1.88s	remaining: 74.4ms
962:	learn: 0.5742804	total: 1.89s	remaining: 72.4ms
963:	learn: 0.5741873	total: 1.89s	remaining: 70.5ms
964:	learn: 0.5740813	total: 1.89s	remaining: 68.5ms
965:	learn: 0.5740183	total: 1.89s	remaining: 66.5ms
966:	learn: 0.5739227	total: 1.89s	remaining: 64.6ms
967:	learn: 0.5738025	total: 1.89s	remaining: 62.6ms
968:	learn: 0.5737645	total: 1.9s	remaining: 60.7ms
969:	learn: 0.5736840	total: 1.9s	remaining: 58.7ms
970:	learn: 0.5735843	total: 1.9s	remaining: 56.7ms
971:	learn: 0.5735098	total: 1.9s	remaining: 54.8ms
972:	learn: 0.5734360	total: 1.9s	remaining: 52.8ms
973:	learn: 0.5733767	total: 1.9s	remaining: 50.8ms
974:	learn: 0.5732689	total: 1.91s	remaining: 48.9ms
975:	learn: 0.5731925	total: 1.91s	remaining: 46.9ms
976:	learn: 0.5731106	total: 1.91s	remaining: 45ms
977:	learn: 0.5729792	total: 1.91s	remaining: 43ms
978:	learn: 0.5729237	total: 1.91s	remaining: 41ms
979:	learn: 0.5728511	total: 1.92s	remaining: 39.1ms
980:	learn: 0.5727578	total: 1.92s	remaining: 37.1ms
981:	learn: 0.5726447	total: 1.92s	remaining: 35.2ms
982:	learn: 0.5726277	total: 1.92s	remaining: 33.2ms
983:	learn: 0.5725307	total: 1.92s	remaining: 31.3ms
984:	learn: 0.5724545	total: 1.92s	remaining: 29.3ms
985:	learn: 0.5723902	total: 1.93s	remaining: 27.3ms
986:	learn: 0.5723488	total: 1.93s	remaining: 25.4ms
987:	learn: 0.5723087	total: 1.93s	remaining: 23.4ms
988:	learn: 0.5722219	total: 1.93s	remaining: 21.5ms
989:	learn: 0.5721147	total: 1.93s	remaining: 19.5ms
990:	learn: 0.5719970	total: 1.93s	remaining: 17.6ms
991:	learn: 0.5718775	total: 1.94s	remaining: 15.6ms
992:	learn: 0.5717912	total: 1.94s	remaining: 13.7ms
993:	learn: 0.5717005	total: 1.94s	remaining: 11.7ms
994:	learn: 0.5715796	total: 1.94s	remaining: 9.76ms
995:	learn: 0.5714889	total: 1.94s	remaining: 7.81ms
996:	learn: 0.5713936	total: 1.95s	remaining: 5.85ms
997:	learn: 0.5713161	total: 1.95s	remaining: 3.9ms
998:	learn: 0.5712574	total: 1.95s	remaining: 1.95ms
999:	learn: 0.5711515	total: 1.95s	remaining: 0us
Accuracy: 0.54942
Precision: 0.58100
Recall: 0.61148
Fbeta_score: 0.60618
              precision    recall  f1-score   support

           0       0.51      0.48      0.49       513
           1       0.58      0.61      0.60       610

    accuracy                           0.55      1123
   macro avg       0.54      0.54      0.54      1123
weighted avg       0.55      0.55      0.55      1123
[2023-11-14T04:54:48.383+0000] {taskinstance.py:1398} INFO - Marking task as SUCCESS. dag_id=docker_cb, task_id=train_task, execution_date=20231114T045443, start_date=20231114T045444, end_date=20231114T045448
[2023-11-14T04:54:48.436+0000] {local_task_job_runner.py:228} INFO - Task exited with return code 0
[2023-11-14T04:54:48.467+0000] {taskinstance.py:2776} INFO - 0 downstream tasks scheduled from follow-on schedule check
