[2023-11-13T06:57:53.179+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: docker_cb.train_task manual__2023-11-13T06:57:51.880969+00:00 [queued]>
[2023-11-13T06:57:53.187+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: docker_cb.train_task manual__2023-11-13T06:57:51.880969+00:00 [queued]>
[2023-11-13T06:57:53.187+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2023-11-13T06:57:53.198+0000] {taskinstance.py:1380} INFO - Executing <Task(DockerOperator): train_task> on 2023-11-13 06:57:51.880969+00:00
[2023-11-13T06:57:53.202+0000] {standard_task_runner.py:57} INFO - Started process 73 to run task
[2023-11-13T06:57:53.206+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'docker_cb', 'train_task', 'manual__2023-11-13T06:57:51.880969+00:00', '--job-id', '11', '--raw', '--subdir', 'DAGS_FOLDER/catboost/docker.py', '--cfg-path', '/tmp/tmpfqxifx00']
[2023-11-13T06:57:53.208+0000] {standard_task_runner.py:85} INFO - Job 11: Subtask train_task
[2023-11-13T06:57:53.250+0000] {task_command.py:415} INFO - Running <TaskInstance: docker_cb.train_task manual__2023-11-13T06:57:51.880969+00:00 [running]> on host aeca72838768
[2023-11-13T06:57:53.323+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='docker_cb' AIRFLOW_CTX_TASK_ID='train_task' AIRFLOW_CTX_EXECUTION_DATE='2023-11-13T06:57:51.880969+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-11-13T06:57:51.880969+00:00'
[2023-11-13T06:57:53.403+0000] {docker.py:337} INFO - Starting docker container from image dunghoang99/***-cb-stage:0.0.1
[2023-11-13T06:57:53.414+0000] {docker.py:345} WARNING - Using remote engine or docker-in-docker and mounting temporary volume from host is not supported. Falling back to `mount_tmp_dir=False` mode. You can set `mount_tmp_dir` parameter to False to disable mounting and remove the warning
[2023-11-13T06:57:55.593+0000] {docker.py:406} INFO - Data train: X_train shape (10099, 8), y_train shape (10099,)
Data test: X_test shape (1123, 8), y_test shape (1123,)
0:	learn: 0.6923545	total: 50.4ms	remaining: 50.3s
805:	learn: 0.5884585	total: 1.77s	remaining: 426ms
806:	learn: 0.5883726	total: 1.77s	remaining: 424ms
807:	learn: 0.5883029	total: 1.77s	remaining: 422ms
808:	learn: 0.5882104	total: 1.78s	remaining: 420ms
809:	learn: 0.5881415	total: 1.78s	remaining: 417ms
810:	learn: 0.5880230	total: 1.78s	remaining: 415ms
811:	learn: 0.5878853	total: 1.78s	remaining: 413ms
812:	learn: 0.5877640	total: 1.78s	remaining: 411ms
813:	learn: 0.5875987	total: 1.79s	remaining: 408ms
814:	learn: 0.5874921	total: 1.79s	remaining: 406ms
815:	learn: 0.5874206	total: 1.79s	remaining: 404ms
816:	learn: 0.5873679	total: 1.79s	remaining: 401ms
817:	learn: 0.5872779	total: 1.79s	remaining: 399ms
818:	learn: 0.5871892	total: 1.79s	remaining: 397ms
819:	learn: 0.5871079	total: 1.8s	remaining: 395ms
820:	learn: 0.5870386	total: 1.8s	remaining: 392ms
821:	learn: 0.5869418	total: 1.8s	remaining: 390ms
822:	learn: 0.5868107	total: 1.8s	remaining: 388ms
823:	learn: 0.5867710	total: 1.8s	remaining: 386ms
824:	learn: 0.5866984	total: 1.81s	remaining: 383ms
825:	learn: 0.5865940	total: 1.81s	remaining: 381ms
826:	learn: 0.5864783	total: 1.81s	remaining: 379ms
827:	learn: 0.5864234	total: 1.81s	remaining: 377ms
828:	learn: 0.5863468	total: 1.81s	remaining: 375ms
829:	learn: 0.5863016	total: 1.82s	remaining: 372ms
830:	learn: 0.5862171	total: 1.82s	remaining: 370ms
831:	learn: 0.5861150	total: 1.82s	remaining: 368ms
832:	learn: 0.5860153	total: 1.82s	remaining: 366ms
833:	learn: 0.5858680	total: 1.83s	remaining: 364ms
834:	learn: 0.5857698	total: 1.83s	remaining: 361ms
835:	learn: 0.5856432	total: 1.83s	remaining: 359ms
836:	learn: 0.5855664	total: 1.83s	remaining: 357ms
837:	learn: 0.5854531	total: 1.83s	remaining: 355ms
838:	learn: 0.5853355	total: 1.84s	remaining: 352ms
839:	learn: 0.5851643	total: 1.84s	remaining: 350ms
840:	learn: 0.5850892	total: 1.84s	remaining: 348ms
841:	learn: 0.5850387	total: 1.84s	remaining: 346ms
842:	learn: 0.5849310	total: 1.84s	remaining: 344ms
843:	learn: 0.5848404	total: 1.85s	remaining: 341ms
844:	learn: 0.5847255	total: 1.85s	remaining: 339ms
845:	learn: 0.5846146	total: 1.85s	remaining: 337ms
846:	learn: 0.5845491	total: 1.85s	remaining: 335ms
847:	learn: 0.5844789	total: 1.85s	remaining: 332ms
848:	learn: 0.5843555	total: 1.86s	remaining: 330ms
849:	learn: 0.5842530	total: 1.86s	remaining: 328ms
850:	learn: 0.5841806	total: 1.86s	remaining: 326ms
851:	learn: 0.5841120	total: 1.86s	remaining: 323ms
852:	learn: 0.5840516	total: 1.86s	remaining: 321ms
853:	learn: 0.5839534	total: 1.86s	remaining: 319ms
854:	learn: 0.5838411	total: 1.87s	remaining: 317ms
855:	learn: 0.5837695	total: 1.87s	remaining: 315ms
856:	learn: 0.5836927	total: 1.87s	remaining: 312ms
857:	learn: 0.5836264	total: 1.87s	remaining: 310ms
858:	learn: 0.5835116	total: 1.88s	remaining: 308ms
859:	learn: 0.5834216	total: 1.88s	remaining: 306ms
860:	learn: 0.5833554	total: 1.88s	remaining: 303ms
861:	learn: 0.5832319	total: 1.88s	remaining: 301ms
862:	learn: 0.5830756	total: 1.88s	remaining: 299ms
863:	learn: 0.5829258	total: 1.89s	remaining: 297ms
864:	learn: 0.5827924	total: 1.89s	remaining: 295ms
865:	learn: 0.5826899	total: 1.89s	remaining: 292ms
866:	learn: 0.5826250	total: 1.89s	remaining: 290ms
867:	learn: 0.5825394	total: 1.89s	remaining: 288ms
868:	learn: 0.5824445	total: 1.9s	remaining: 286ms
869:	learn: 0.5823544	total: 1.9s	remaining: 283ms
870:	learn: 0.5822439	total: 1.9s	remaining: 281ms
871:	learn: 0.5821722	total: 1.9s	remaining: 279ms
872:	learn: 0.5821157	total: 1.9s	remaining: 277ms
873:	learn: 0.5820207	total: 1.91s	remaining: 275ms
874:	learn: 0.5819889	total: 1.91s	remaining: 273ms
875:	learn: 0.5818712	total: 1.91s	remaining: 270ms
876:	learn: 0.5818232	total: 1.91s	remaining: 268ms
877:	learn: 0.5817490	total: 1.91s	remaining: 266ms
878:	learn: 0.5816930	total: 1.92s	remaining: 264ms
879:	learn: 0.5816322	total: 1.92s	remaining: 262ms
880:	learn: 0.5814966	total: 1.92s	remaining: 259ms
881:	learn: 0.5813886	total: 1.92s	remaining: 257ms
882:	learn: 0.5813048	total: 1.92s	remaining: 255ms
883:	learn: 0.5811598	total: 1.93s	remaining: 253ms
884:	learn: 0.5811155	total: 1.93s	remaining: 250ms
885:	learn: 0.5809740	total: 1.93s	remaining: 248ms
886:	learn: 0.5808822	total: 1.93s	remaining: 246ms
887:	learn: 0.5807199	total: 1.93s	remaining: 244ms
888:	learn: 0.5805875	total: 1.94s	remaining: 242ms
889:	learn: 0.5804735	total: 1.94s	remaining: 239ms
890:	learn: 0.5803349	total: 1.94s	remaining: 237ms
891:	learn: 0.5802452	total: 1.94s	remaining: 235ms
892:	learn: 0.5801805	total: 1.94s	remaining: 233ms
893:	learn: 0.5800998	total: 1.95s	remaining: 231ms
894:	learn: 0.5799965	total: 1.95s	remaining: 228ms
895:	learn: 0.5799091	total: 1.95s	remaining: 226ms
896:	learn: 0.5797722	total: 1.95s	remaining: 224ms
897:	learn: 0.5796338	total: 1.95s	remaining: 222ms
898:	learn: 0.5795831	total: 1.95s	remaining: 220ms
899:	learn: 0.5794855	total: 1.96s	remaining: 217ms
900:	learn: 0.5793961	total: 1.96s	remaining: 215ms
901:	learn: 0.5793064	total: 1.96s	remaining: 213ms
902:	learn: 0.5792521	total: 1.96s	remaining: 211ms
903:	learn: 0.5791666	total: 1.97s	remaining: 209ms
904:	learn: 0.5790901	total: 1.97s	remaining: 206ms
905:	learn: 0.5789364	total: 1.97s	remaining: 204ms
906:	learn: 0.5788361	total: 1.97s	remaining: 202ms
907:	learn: 0.5787378	total: 1.97s	remaining: 200ms
908:	learn: 0.5786542	total: 1.98s	remaining: 198ms
909:	learn: 0.5785224	total: 1.98s	remaining: 196ms
910:	learn: 0.5784141	total: 1.98s	remaining: 193ms
911:	learn: 0.5783624	total: 1.98s	remaining: 191ms
912:	learn: 0.5782159	total: 1.98s	remaining: 189ms
913:	learn: 0.5781249	total: 1.99s	remaining: 187ms
914:	learn: 0.5780592	total: 1.99s	remaining: 185ms
915:	learn: 0.5779507	total: 1.99s	remaining: 183ms
916:	learn: 0.5778010	total: 1.99s	remaining: 180ms
917:	learn: 0.5776929	total: 1.99s	remaining: 178ms
918:	learn: 0.5776149	total: 2s	remaining: 176ms
919:	learn: 0.5775374	total: 2s	remaining: 174ms
920:	learn: 0.5774172	total: 2s	remaining: 172ms
921:	learn: 0.5773697	total: 2s	remaining: 169ms
922:	learn: 0.5772965	total: 2.01s	remaining: 167ms
923:	learn: 0.5771946	total: 2.01s	remaining: 165ms
924:	learn: 0.5771034	total: 2.01s	remaining: 163ms
925:	learn: 0.5770479	total: 2.01s	remaining: 161ms
926:	learn: 0.5769767	total: 2.01s	remaining: 159ms
927:	learn: 0.5769025	total: 2.02s	remaining: 156ms
928:	learn: 0.5768147	total: 2.02s	remaining: 154ms
929:	learn: 0.5767028	total: 2.02s	remaining: 152ms
930:	learn: 0.5766407	total: 2.02s	remaining: 150ms
931:	learn: 0.5765888	total: 2.02s	remaining: 148ms
932:	learn: 0.5764642	total: 2.03s	remaining: 146ms
933:	learn: 0.5763661	total: 2.03s	remaining: 143ms
934:	learn: 0.5762807	total: 2.03s	remaining: 141ms
935:	learn: 0.5762437	total: 2.03s	remaining: 139ms
936:	learn: 0.5761966	total: 2.04s	remaining: 137ms
937:	learn: 0.5760788	total: 2.04s	remaining: 135ms
938:	learn: 0.5760283	total: 2.04s	remaining: 133ms
939:	learn: 0.5759461	total: 2.04s	remaining: 130ms
940:	learn: 0.5758989	total: 2.04s	remaining: 128ms
941:	learn: 0.5758033	total: 2.05s	remaining: 126ms
942:	learn: 0.5757197	total: 2.05s	remaining: 124ms
943:	learn: 0.5756850	total: 2.05s	remaining: 122ms
944:	learn: 0.5755708	total: 2.05s	remaining: 120ms
[2023-11-13T06:57:57.457+0000] {docker.py:406} INFO - 945:	learn: 0.5755240	total: 2.06s	remaining: 117ms
946:	learn: 0.5754725	total: 2.06s	remaining: 115ms
947:	learn: 0.5754186	total: 2.06s	remaining: 113ms
948:	learn: 0.5753616	total: 2.06s	remaining: 111ms
949:	learn: 0.5753118	total: 2.07s	remaining: 109ms
950:	learn: 0.5752439	total: 2.07s	remaining: 107ms
951:	learn: 0.5751338	total: 2.07s	remaining: 104ms
952:	learn: 0.5750738	total: 2.07s	remaining: 102ms
953:	learn: 0.5749410	total: 2.07s	remaining: 100ms
954:	learn: 0.5748491	total: 2.08s	remaining: 97.9ms
955:	learn: 0.5747610	total: 2.08s	remaining: 95.7ms
956:	learn: 0.5746978	total: 2.08s	remaining: 93.5ms
957:	learn: 0.5746448	total: 2.08s	remaining: 91.3ms
958:	learn: 0.5745428	total: 2.08s	remaining: 89.1ms
959:	learn: 0.5745058	total: 2.09s	remaining: 87ms
960:	learn: 0.5743878	total: 2.09s	remaining: 84.8ms
961:	learn: 0.5743865	total: 2.09s	remaining: 82.6ms
962:	learn: 0.5742804	total: 2.09s	remaining: 80.4ms
963:	learn: 0.5741873	total: 2.09s	remaining: 78.2ms
964:	learn: 0.5740813	total: 2.1s	remaining: 76ms
965:	learn: 0.5740183	total: 2.1s	remaining: 73.9ms
966:	learn: 0.5739227	total: 2.1s	remaining: 71.7ms
967:	learn: 0.5738025	total: 2.1s	remaining: 69.5ms
968:	learn: 0.5737645	total: 2.1s	remaining: 67.3ms
969:	learn: 0.5736840	total: 2.11s	remaining: 65.2ms
970:	learn: 0.5735843	total: 2.11s	remaining: 63ms
971:	learn: 0.5735098	total: 2.11s	remaining: 60.8ms
972:	learn: 0.5734360	total: 2.11s	remaining: 58.6ms
973:	learn: 0.5733767	total: 2.11s	remaining: 56.5ms
974:	learn: 0.5732689	total: 2.12s	remaining: 54.3ms
975:	learn: 0.5731925	total: 2.12s	remaining: 52.1ms
976:	learn: 0.5731106	total: 2.12s	remaining: 50ms
977:	learn: 0.5729792	total: 2.12s	remaining: 47.8ms
978:	learn: 0.5729237	total: 2.13s	remaining: 45.6ms
979:	learn: 0.5728511	total: 2.13s	remaining: 43.4ms
980:	learn: 0.5727578	total: 2.13s	remaining: 41.3ms
981:	learn: 0.5726447	total: 2.13s	remaining: 39.1ms
982:	learn: 0.5726277	total: 2.13s	remaining: 36.9ms
983:	learn: 0.5725307	total: 2.13s	remaining: 34.7ms
984:	learn: 0.5724545	total: 2.14s	remaining: 32.5ms
985:	learn: 0.5723902	total: 2.14s	remaining: 30.4ms
986:	learn: 0.5723488	total: 2.14s	remaining: 28.2ms
987:	learn: 0.5723087	total: 2.14s	remaining: 26ms
988:	learn: 0.5722219	total: 2.15s	remaining: 23.9ms
989:	learn: 0.5721147	total: 2.15s	remaining: 21.7ms
990:	learn: 0.5719970	total: 2.15s	remaining: 19.5ms
991:	learn: 0.5718775	total: 2.15s	remaining: 17.4ms
992:	learn: 0.5717912	total: 2.15s	remaining: 15.2ms
993:	learn: 0.5717005	total: 2.16s	remaining: 13ms
994:	learn: 0.5715796	total: 2.16s	remaining: 10.8ms
995:	learn: 0.5714889	total: 2.16s	remaining: 8.68ms
996:	learn: 0.5713936	total: 2.16s	remaining: 6.51ms
997:	learn: 0.5713161	total: 2.16s	remaining: 4.34ms
998:	learn: 0.5712574	total: 2.17s	remaining: 2.17ms
999:	learn: 0.5711515	total: 2.17s	remaining: 0us
Accuracy: 0.54942
Precision: 0.58100
Recall: 0.61148
Fbeta_score: 0.60618
              precision    recall  f1-score   support

           0       0.51      0.48      0.49       513
           1       0.58      0.61      0.60       610

    accuracy                           0.55      1123
   macro avg       0.54      0.54      0.54      1123
weighted avg       0.55      0.55      0.55      1123
[2023-11-13T06:57:57.730+0000] {taskinstance.py:1398} INFO - Marking task as SUCCESS. dag_id=docker_cb, task_id=train_task, execution_date=20231113T065751, start_date=20231113T065753, end_date=20231113T065757
[2023-11-13T06:57:57.751+0000] {local_task_job_runner.py:228} INFO - Task exited with return code 0
[2023-11-13T06:57:57.766+0000] {taskinstance.py:2776} INFO - 0 downstream tasks scheduled from follow-on schedule check
